Time Setpoint Input Output
87 150.00 104.00 2000.00
88 150.00 108.00 2000.00
89 150.00 109.25 2000.00
90 150.00 111.00 2000.00
91 150.00 112.25 2000.00
92 150.00 113.25 2000.00
93 150.00 115.25 2000.00
94 150.00 117.50 2000.00
95 150.00 118.50 2000.00
96 150.00 120.25 2000.00
97 150.00 121.50 2000.00
98 150.00 123.00 2000.00
99 150.00 124.25 2000.00
100 150.00 126.00 2000.00
101 150.00 126.00 2000.00
102 150.00 129.00 2000.00
103 150.00 130.50 2000.00
104 150.00 131.75 2000.00
105 150.00 133.75 2000.00
106 150.00 135.25 1812.91
107 150.00 136.75 1673.28
108 150.00 138.50 1523.61
109 150.00 139.75 1343.90
110 150.00 141.25 1229.16
111 150.00 142.75 1074.38
112 150.00 144.50 924.56
113 150.00 145.00 744.69
114 150.00 146.25 719.82
115 150.00 147.50 579.91
116 150.00 148.00 454.98
117 150.00 149.75 420.03
118 150.00 151.00 220.03
119 155.00 151.75 1117.73
120 155.00 152.75 1017.89
121 155.00 153.50 655.51
122 155.00 154.25 493.08
123 155.00 155.00 268.12
124 155.00 155.75 43.12
125 155.00 156.00 0.00
126 155.00 156.50 0.00
127 155.00 157.50 0.00
128 160.00 157.25 730.58
129 160.00 158.25 1118.22
130 160.00 159.00 505.81
131 160.00 159.25 343.36
132 160.00 160.25 393.39
133 160.00 160.25 0.00
134 160.00 160.50 155.87
135 160.00 161.00 18.34
136 160.00 161.25 0.00
137 165.00 161.00 1293.48
138 165.00 161.75 1493.68
139 165.00 162.00 1018.84
140 165.00 162.00 1068.99
141 165.00 162.25 1131.64
142 165.00 162.25 994.28
143 165.00 162.50 1056.92
144 165.00 163.00 919.54
145 165.00 163.25 707.14
146 170.00 163.50 2000.00
147 170.00 163.50 2000.00
148 170.00 164.00 2000.00
149 170.00 164.25 1908.43
150 170.00 165.00 1896.22
151 170.00 165.50 1546.47
152 170.00 166.25 1459.19
153 170.00 166.25 1171.88
154 170.00 167.50 1222.06
155 175.00 168.00 2000.00
156 175.00 169.00 2000.00
157 175.00 169.25 1785.58
158 175.00 170.00 1898.37
159 175.00 171.00 1548.62
160 175.00 171.75 1186.32
161 175.00 172.50 1023.98
162 175.00 172.75 799.11
163 175.00 173.25 849.22
164 180.00 174.00 2000.00
165 180.00 175.00 1849.86
166 180.00 175.75 1487.61
167 180.00 176.50 1325.32
168 180.00 177.75 1100.49
169 180.00 178.25 600.61
170 180.00 179.00 638.19
171 180.00 180.00 350.74
172 180.00 180.25 0.00
173 185.00 180.50 1600.98
174 185.00 181.00 1526.21
175 185.00 181.75 1313.91
176 185.00 182.00 1026.57
177 185.00 182.75 1076.72
178 185.00 183.25 726.83
179 185.00 184.50 639.42
180 185.00 184.75 76.94
181 185.00 185.50 251.96
182 190.00 185.50 1402.18
183 190.00 186.25 1589.91
184 190.00 187.00 1177.59
185 190.00 186.75 952.74
186 190.00 187.00 1277.91
187 190.00 187.75 1078.06
188 190.00 188.25 728.17
189 190.00 189.50 640.76
190 190.00 190.00 78.28
191 195.00 190.00 1616.03
192 195.00 190.50 1741.28
193 195.00 190.50 1466.51
194 195.00 191.25 1591.73
195 195.00 192.25 1179.42
196 195.00 192.50 817.06
197 195.00 193.00 929.68
198 195.00 193.75 717.28
199 195.00 193.75 429.84
200 200.00 194.50 2000.00
201 200.00 195.25 1705.43
202 200.00 195.50 1480.67
203 200.00 196.00 1530.89
204 200.00 197.00 1318.59
205 200.00 197.00 893.74
206 200.00 198.50 1143.89
207 200.00 199.00 318.97
208 200.00 198.75 419.02
209 235.00 199.25 2000.00
210 235.00 199.50 2000.00
211 235.00 199.50 2000.00
212 235.00 199.50 2000.00
213 235.00 200.00 2000.00
214 235.00 201.00 2000.00
215 235.00 201.50 2000.00
216 235.00 202.50 2000.00
217 235.00 202.50 2000.00
218 235.00 204.00 2000.00
219 235.00 204.00 2000.00
220 235.00 205.00 2000.00
221 235.00 205.75 2000.00
222 235.00 206.00 2000.00
223 235.00 206.75 2000.00
224 235.00 206.50 2000.00
225 235.00 208.25 2000.00
226 235.00 209.25 2000.00
227 235.00 210.00 2000.00
228 235.00 210.50 2000.00
229 235.00 211.25 2000.00
230 235.00 212.25 2000.00
231 235.00 212.75 2000.00
232 235.00 213.75 2000.00
233 235.00 214.75 2000.00
234 235.00 215.50 2000.00
235 235.00 216.50 2000.00
236 235.00 217.75 2000.00
237 235.00 218.25 2000.00
238 235.00 219.00 2000.00
239 235.00 220.25 2000.00
240 235.00 221.25 2000.00
241 235.00 221.75 2000.00
242 235.00 221.75 2000.00
243 235.00 223.75 2000.00
244 235.00 225.00 2000.00
245 235.00 225.25 2000.00
246 235.00 226.50 2000.00
247 235.00 227.75 2000.00
248 235.00 228.50 2000.00
249 235.00 229.75 1979.52
250 235.00 230.00 1429.78
251 100.00 231.50 0.00
252 100.00 232.00 0.00
253 100.00 233.00 0.00
254 100.00 233.00 0.00
255 100.00 233.75 0.00
256 100.00 234.25 0.00
257 100.00 235.25 0.00
258 100.00 236.00 0.00
259 100.00 236.50 0.00
260 100.00 236.25 0.00
261 100.00 236.75 0.00
262 100.00 237.25 0.00
263 100.00 237.00 0.00
264 100.00 235.75 0.00
265 100.00 234.25 0.00
266 100.00 234.00 0.00
267 100.00 232.75 0.00
268 100.00 231.25 0.00
269 100.00 231.50 0.00
270 100.00 231.25 0.00
271 100.00 230.75 0.00
272 100.00 229.50 0.00
273 100.00 228.75 0.00
274 100.00 228.75 0.00
275 100.00 228.25 0.00
276 100.00 227.50 0.00
277 100.00 227.00 0.00
278 100.00 226.25 0.00
279 100.00 225.50 0.00
280 100.00 224.75 0.00
281 100.00 224.25 0.00
282 100.00 222.75 0.00
283 100.00 220.75 0.00
284 100.00 220.25 0.00
285 100.00 219.50 0.00
286 100.00 218.25 0.00
287 100.00 217.75 0.00
288 100.00 216.75 0.00
289 100.00 216.25 0.00
290 100.00 216.25 0.00
291 100.00 215.25 0.00
292 100.00 214.75 0.00
293 100.00 214.25 0.00
294 100.00 212.75 0.00
295 100.00 211.75 0.00
296 100.00 211.25 0.00
297 100.00 210.50 0.00
298 100.00 210.00 0.00
299 100.00 208.50 0.00
300 100.00 208.25 0.00
301 100.00 207.25 0.00
302 100.00 207.00 0.00
303 100.00 206.50 0.00
304 100.00 206.00 0.00
305 100.00 204.25 0.00
306 100.00 203.75 0.00
307 100.00 202.50 0.00
308 100.00 203.00 0.00
309 100.00 202.50 0.00
310 100.00 202.00 0.00
311 100.00 201.00 0.00
312 100.00 199.00 0.00
313 100.00 198.00 0.00
314 100.00 197.25 0.00
315 100.00 196.75 0.00
316 100.00 196.50 0.00
317 100.00 195.75 0.00
318 100.00 195.00 0.00
319 100.00 194.00 0.00
320 100.00 192.75 0.00
321 100.00 192.00 0.00
322 100.00 191.25 0.00
323 100.00 191.00 0.00
324 100.00 190.50 0.00
325 100.00 190.25 0.00
326 100.00 189.75 0.00
327 100.00 189.25 0.00
328 100.00 188.50 0.00
329 100.00 187.50 0.00
330 100.00 187.25 0.00
331 100.00 186.00 0.00
332 100.00 185.75 0.00
333 100.00 185.75 0.00
334 100.00 185.25 0.00
335 100.00 184.25 0.00
336 100.00 183.25 0.00
337 100.00 182.50 0.00
338 100.00 182.50 0.00
339 100.00 182.00 0.00
340 100.00 181.75 0.00
341 100.00 180.50 0.00
342 100.00 179.50 0.00
343 100.00 178.25 0.00
344 100.00 177.25 0.00
345 100.00 176.50 0.00
346 100.00 175.75 0.00
347 100.00 174.50 0.00
348 100.00 173.00 0.00
349 100.00 172.75 0.00
350 100.00 172.25 0.00
351 100.00 171.50 0.00
352 100.00 171.50 0.00
353 100.00 171.25 0.00
354 100.00 171.00 0.00
355 100.00 170.50 0.00
356 100.00 170.50 0.00
357 100.00 169.75 0.00
358 100.00 167.50 0.00
359 100.00 166.25 0.00
360 100.00 165.50 0.00
361 100.00 164.75 0.00
362 100.00 164.00 0.00
363 100.00 163.25 0.00
364 100.00 162.25 0.00
365 100.00 162.00 0.00
366 100.00 161.75 0.00
367 100.00 161.50 0.00
368 100.00 160.25 0.00
369 100.00 159.00 0.00
370 100.00 158.50 0.00
371 100.00 157.75 0.00
372 100.00 157.25 0.00
373 100.00 157.00 0.00
374 100.00 157.00 0.00
375 100.00 155.50 0.00
376 100.00 154.75 0.00
377 100.00 154.00 0.00
378 100.00 152.75 0.00
379 100.00 151.75 0.00
380 100.00 151.25 0.00
381 100.00 151.50 0.00
382 100.00 151.25 0.00
383 100.00 150.50 0.00
384 100.00 150.25 0.00
385 100.00 149.75 0.00
386 100.00 148.75 0.00
387 100.00 147.75 0.00
388 100.00 147.75 0.00
389 100.00 147.50 0.00
390 100.00 147.75 0.00
391 100.00 147.50 0.00
392 100.00 147.25 0.00
393 100.00 146.75 0.00
394 100.00 146.25 0.00
395 100.00 146.00 0.00
396 100.00 145.50 0.00
397 100.00 144.25 0.00
398 100.00 144.25 0.00
399 100.00 143.25 0.00
400 100.00 142.50 0.00
401 100.00 142.00 0.00
402 100.00 142.00 0.00
403 100.00 141.50 0.00
404 100.00 140.50 0.00
405 100.00 139.50 0.00
406 100.00 138.50 0.00
407 100.00 137.25 0.00
408 100.00 137.00 0.00
409 100.00 137.00 0.00
410 100.00 136.00 0.00
411 100.00 135.00 0.00
412 100.00 134.75 0.00
413 100.00 134.50 0.00
414 100.00 133.00 0.00
415 100.00 133.00 0.00
416 100.00 132.00 0.00
417 100.00 131.50 0.00
418 100.00 132.25 0.00
419 100.00 132.25 0.00
420 100.00 131.50 0.00
421 100.00 130.75 0.00
422 100.00 130.25 0.00
423 100.00 130.00 0.00
424 100.00 129.50 0.00
425 100.00 129.50 0.00
426 100.00 129.00 0.00
427 100.00 128.75 0.00
428 100.00 128.50 0.00
429 100.00 127.75 0.00
430 100.00 127.00 0.00
431 100.00 127.00 0.00
432 100.00 126.25 0.00
433 100.00 126.00 0.00
434 100.00 126.25 0.00
435 100.00 126.25 0.00
436 100.00 125.25 0.00
437 100.00 125.50 0.00
438 100.00 124.50 0.00
439 100.00 125.00 0.00
440 100.00 124.25 0.00
441 100.00 123.50 0.00
442 100.00 122.75 0.00
443 100.00 123.25 0.00
444 100.00 122.75 0.00
445 100.00 122.75 0.00
446 100.00 121.50 0.00
447 100.00 121.75 0.00
448 100.00 120.75 0.00
449 100.00 120.00 0.00
450 100.00 119.75 0.00
451 100.00 119.25 0.00
452 100.00 119.50 0.00
453 100.00 118.50 0.00
454 100.00 118.25 0.00
455 100.00 117.50 0.00
456 100.00 117.25 0.00
457 100.00 116.75 0.00
458 100.00 116.25 0.00
459 100.00 115.75 0.00
460 100.00 116.00 0.00
461 100.00 115.75 0.00
462 100.00 115.00 0.00
463 100.00 114.50 0.00
464 100.00 114.25 0.00
465 100.00 114.00 0.00
466 100.00 113.00 0.00
467 100.00 113.00 0.00
468 100.00 112.50 0.00
469 100.00 112.25 0.00
470 100.00 112.75 0.00
471 100.00 112.00 0.00
472 100.00 111.25 0.00
473 100.00 111.75 0.00
474 100.00 111.00 0.00
475 100.00 110.75 0.00
476 100.00 110.25 0.00
477 100.00 109.50 0.00
478 100.00 109.25 0.00
479 100.00 109.00 0.00
480 100.00 108.00 0.00
481 100.00 108.50 0.00
482 100.00 108.00 0.00
483 100.00 107.75 0.00
484 100.00 107.00 0.00
485 100.00 107.25 0.00
486 100.00 106.00 0.00
487 100.00 106.00 0.00
488 100.00 106.25 0.00
489 100.00 105.75 0.00
490 100.00 105.75 0.00
491 100.00 105.50 0.00
492 100.00 105.50 0.00
493 100.00 104.75 0.00
494 100.00 104.50 0.00
495 100.00 104.25 0.00
496 100.00 104.50 0.00
497 100.00 104.25 0.00
498 100.00 103.75 0.00
499 100.00 103.25 0.00
500 100.00 103.50 0.00
501 100.00 102.50 0.00
502 100.00 102.00 0.00
503 100.00 102.00 0.00
504 100.00 101.25 0.00
505 100.00 100.75 0.00
506 100.00 100.00 0.00
